outcome,Q1_mean,Q4_mean,RR_Q4_Q1,p_exposed,PAF_pct,pop_reference,excess_cases
dm_complication_rate,171.5056029539638,238.52943771132962,1.3907967646710446,0.25,8.900361041883086,48000000,9677.326658059003
