outcome,beta_point,beta_ci_lower,sd_exposure,sd_outcome,std_beta_point,RR_point,RR_lower,evalue_point,evalue_ci_lower
dm_complication_rate,0.0018382934021083,0.0001087983915599,20160.67303176376,103.9232208030464,0.35662128184606495,1.4284947704958812,1.0213307521125694,2.210864592791066,1.1689307287326804
